연도,선수이름,팀,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,팀아이디,선수아이디,팀승률,팀순위
2018,이용규,10,0.293,134,575,491,82,144,14,1,1,163,36,8,5,59,0,12,62,8,0.332,0.379,0.711,44,0.327,16,162,128,1.27,2,0.95,4.03,0.039,70.1,t1810,177,0.535,3
2018,하주석,10,0.254,141,517,484,67,123,20,3,9,176,52,1,0,28,0,4,130,7,0.364,0.3,0.664,31,0.267,32,145,86,1.69,7,0.22,3.69,0.11,49.5,t1810,195,0.535,3
2018,황재균,7,0.29600000000000004,142,588,530,76,157,41,3,25,279,88,2,3,49,1,4,120,5,0.526,0.358,0.884,48,0.252,69,79,177,0.45,7,0.41,3.96,0.23,95.7,t1807,143,0.418,9
2018,강백호,7,0.29,138,585,527,108,153,32,2,29,276,84,0,3,52,0,3,124,4,0.524,0.35600000000000004,0.88,44,0.308,63,121,132,0.92,3,0.42,4.04,0.233,94.5,t1807,149,0.418,9
2018,윤석민,7,0.276,132,509,460,58,127,22,0,19,206,60,2,3,40,2,4,69,17,0.448,0.337,0.785,28,0.22,41,132,135,0.98,3,0.58,3.78,0.172,65.8,t1807,157,0.418,9
2018,박경수,7,0.262,135,528,458,65,120,21,0,25,216,74,0,3,58,2,9,129,16,0.472,0.354,0.826,28,0.28800000000000003,46,92,120,0.77,7,0.45,4.2,0.21,74.9,t1807,163,0.418,9
2018,황재균,7,0.29600000000000004,142,588,530,76,157,41,3,25,279,88,2,3,49,1,4,120,5,0.526,0.358,0.884,48,0.252,69,79,177,0.45,7,0.41,3.96,0.23,95.7,t1807,173,0.418,9
2018,강백호,7,0.29,138,585,527,108,153,32,2,29,276,84,0,3,52,0,3,124,4,0.524,0.35600000000000004,0.88,44,0.308,63,121,132,0.92,3,0.42,4.04,0.233,94.5,t1807,179,0.418,9
2018,윤석민,7,0.276,132,509,460,58,127,22,0,19,206,60,2,3,40,2,4,69,17,0.448,0.337,0.785,28,0.22,41,132,135,0.98,3,0.58,3.78,0.172,65.8,t1807,187,0.418,9
2018,박경수,7,0.262,135,528,458,65,120,21,0,25,216,74,0,3,58,2,9,129,16,0.472,0.354,0.826,28,0.28800000000000003,46,92,120,0.77,7,0.45,4.2,0.21,74.9,t1807,193,0.418,9
2018,신본기,6,0.294,139,479,425,55,125,28,1,11,188,71,5,5,33,2,11,95,12,0.442,0.35700000000000004,0.799,34,0.3,40,110,100,1.1,5,0.35,3.72,0.14800000000000002,62.8,t1806,146,0.479,7
2018,번즈,6,0.268,133,505,462,80,124,34,5,23,237,64,1,0,33,2,9,133,8,0.513,0.329,0.8420000000000001,34,0.23,62,96,109,0.88,5,0.25,3.71,0.245,73.8,t1806,160,0.479,7
2018,신본기,6,0.294,139,479,425,55,125,28,1,11,188,71,5,5,33,2,11,95,12,0.442,0.35700000000000004,0.799,34,0.3,40,110,100,1.1,5,0.35,3.72,0.14800000000000002,62.8,t1806,176,0.479,7
2018,번즈,6,0.268,133,505,462,80,124,34,5,23,237,64,1,0,33,2,9,133,8,0.513,0.329,0.8420000000000001,34,0.23,62,96,109,0.88,5,0.25,3.71,0.245,73.8,t1806,190,0.479,7
2018,임병욱,2,0.293,134,447,423,76,124,29,3,13,198,60,0,2,22,1,0,119,6,0.468,0.327,0.795,31,0.303,45,108,74,1.46,3,0.18,3.68,0.175,62.2,t1802,148,0.521,4
2018,김하성,2,0.28800000000000003,129,576,511,95,147,27,4,20,242,84,1,5,54,2,5,81,16,0.474,0.358,0.8320000000000001,43,0.239,51,98,190,0.52,14,0.67,3.94,0.18600000000000005,83.6,t1802,150,0.521,4
2018,김민성,2,0.28300000000000003,128,465,413,46,117,24,0,10,171,45,1,5,40,3,6,80,6,0.414,0.35100000000000003,0.765,24,0.231,34,78,143,0.55,3,0.5,4.0,0.131,61.1,t1802,153,0.521,4
2018,김혜성,2,0.27,136,473,430,79,116,15,6,5,158,45,3,2,33,1,5,119,6,0.3670000000000001,0.328,0.695,28,0.333,26,108,89,1.21,2,0.28,3.86,0.098,55.2,t1802,158,0.521,4
2018,임병욱,2,0.293,134,447,423,76,124,29,3,13,198,60,0,2,22,1,0,119,6,0.468,0.327,0.795,31,0.303,45,108,74,1.46,3,0.18,3.68,0.175,62.2,t1802,178,0.521,4
2018,김하성,2,0.28800000000000003,129,576,511,95,147,27,4,20,242,84,1,5,54,2,5,81,16,0.474,0.358,0.8320000000000001,43,0.239,51,98,190,0.52,14,0.67,3.94,0.18600000000000005,83.6,t1802,180,0.521,4
2018,김민성,2,0.28300000000000003,128,465,413,46,117,24,0,10,171,45,1,5,40,3,6,80,6,0.414,0.35100000000000003,0.765,24,0.231,34,78,143,0.55,3,0.5,4.0,0.131,61.1,t1802,183,0.521,4
2018,김혜성,2,0.27,136,473,430,79,116,15,6,5,158,45,3,2,33,1,5,119,6,0.3670000000000001,0.328,0.695,28,0.333,26,108,89,1.21,2,0.28,3.86,0.098,55.2,t1802,188,0.521,4
2018,한동민,9,0.284,136,562,486,97,138,31,0,41,292,115,0,8,52,3,16,124,10,0.601,0.3670000000000001,0.968,40,0.28600000000000003,72,94,138,0.68,14,0.42,4.21,0.317,104.2,t1809,151,0.545,1
2018,김성현,9,0.277,135,462,415,51,115,19,1,4,148,55,6,3,29,0,9,42,19,0.35700000000000004,0.336,0.693,30,0.333,24,123,138,0.89,8,0.69,3.48,0.08,46.3,t1809,156,0.545,1
2018,한동민,9,0.284,136,562,486,97,138,31,0,41,292,115,0,8,52,3,16,124,10,0.601,0.3670000000000001,0.968,40,0.28600000000000003,72,94,138,0.68,14,0.42,4.21,0.317,104.2,t1809,181,0.545,1
2018,김성현,9,0.277,135,462,415,51,115,19,1,4,148,55,6,3,29,0,9,42,19,0.35700000000000004,0.336,0.693,30,0.333,24,123,138,0.89,8,0.69,3.48,0.08,46.3,t1809,186,0.545,1
2018,노진혁,1,0.28300000000000003,125,458,420,52,119,21,4,11,181,42,1,2,33,0,2,92,8,0.431,0.337,0.768,35,0.272,36,108,103,1.05,4,0.36,3.8,0.14800000000000002,58.3,t1801,152,0.406,10
2018,스크럭스,1,0.257,142,571,501,75,129,35,0,26,242,97,0,3,55,2,12,144,14,0.483,0.343,0.826,29,0.303,61,102,129,0.79,5,0.38,3.89,0.226,80.4,t1801,164,0.406,10
2018,노진혁,1,0.28300000000000003,125,458,420,52,119,21,4,11,181,42,1,2,33,0,2,92,8,0.431,0.337,0.768,35,0.272,36,108,103,1.05,4,0.36,3.8,0.14800000000000002,58.3,t1801,182,0.406,10
2018,스크럭스,1,0.257,142,571,501,75,129,35,0,26,242,97,0,3,55,2,12,144,14,0.483,0.343,0.826,29,0.303,61,102,129,0.79,5,0.38,3.89,0.226,80.4,t1801,194,0.406,10
2018,오재일,3,0.279,123,477,401,69,112,19,2,27,216,80,0,10,60,2,6,121,3,0.539,0.373,0.912,29,0.215,48,57,121,0.47,6,0.5,3.98,0.259,84.4,t1803,154,0.6459999999999999,2
2018,오재일,3,0.279,123,477,401,69,112,19,2,27,216,80,0,10,60,2,6,121,3,0.539,0.373,0.912,29,0.215,48,57,121,0.47,6,0.5,3.98,0.259,84.4,t1803,184,0.6459999999999999,2
2019,황재균,7,0.28300000000000003,124,507,448,78,127,16,3,20,209,67,0,5,52,2,2,71,10,0.467,0.35700000000000004,0.8240000000000001,32,0.262,39,106,149,0.71,9,0.73,3.78,0.183,73.9,t1907,196,0.5,6
2019,김민혁,7,0.281,127,521,466,68,131,10,1,0,143,32,5,5,32,0,13,61,8,0.307,0.341,0.648,36,0.257,11,163,116,1.41,6,0.52,3.6,0.026,52.8,t1907,198,0.5,6
2019,박경수,7,0.247,137,490,421,43,104,24,0,10,158,65,4,6,55,1,4,102,14,0.375,0.335,0.71,24,0.281,34,88,133,0.66,8,0.54,3.93,0.128,54.2,t1907,216,0.5,6
2019,황재균,7,0.28300000000000003,124,507,448,78,127,16,3,20,209,67,0,5,52,2,2,71,10,0.467,0.35700000000000004,0.8240000000000001,32,0.262,39,106,149,0.71,9,0.73,3.78,0.183,73.9,t1907,221,0.5,6
2019,김민혁,7,0.281,127,521,466,68,131,10,1,0,143,32,5,5,32,0,13,61,8,0.307,0.341,0.648,36,0.257,11,163,116,1.41,6,0.52,3.6,0.026,52.8,t1907,223,0.5,6
2019,박경수,7,0.247,137,490,421,43,104,24,0,10,158,65,4,6,55,1,4,102,14,0.375,0.335,0.71,24,0.281,34,88,133,0.66,8,0.54,3.93,0.128,54.2,t1907,241,0.5,6
2019,김재환,3,0.28300000000000003,136,574,495,76,140,20,5,15,215,91,0,11,63,5,5,113,7,0.434,0.362,0.7959999999999999,34,0.3,40,111,142,0.78,11,0.56,3.57,0.152,82.7,t1903,197,0.615,1
2019,박세혁,3,0.279,137,505,441,58,123,19,9,4,172,63,10,6,41,1,7,68,5,0.39,0.345,0.735,29,0.29100000000000004,32,135,121,1.12,7,0.6,3.78,0.111,62.9,t1903,200,0.615,1
2019,김재호,3,0.268,130,470,377,51,101,22,0,4,135,48,8,11,67,3,7,58,10,0.358,0.379,0.737,22,0.257,26,84,145,0.58,7,1.16,3.86,0.09,59.0,t1903,207,0.615,1
2019,정수빈,3,0.265,123,513,441,75,117,19,5,0,146,41,4,5,57,0,6,60,6,0.331,0.354,0.685,30,0.245,24,145,124,1.17,5,0.95,3.98,0.066,59.1,t1903,209,0.615,1
2019,김재환,3,0.28300000000000003,136,574,495,76,140,20,5,15,215,91,0,11,63,5,5,113,7,0.434,0.362,0.7959999999999999,34,0.3,40,111,142,0.78,11,0.56,3.57,0.152,82.7,t1903,222,0.615,1
2019,박세혁,3,0.279,137,505,441,58,123,19,9,4,172,63,10,6,41,1,7,68,5,0.39,0.345,0.735,29,0.29100000000000004,32,135,121,1.12,7,0.6,3.78,0.111,62.9,t1903,225,0.615,1
2019,김재호,3,0.268,130,470,377,51,101,22,0,4,135,48,8,11,67,3,7,58,10,0.358,0.379,0.737,22,0.257,26,84,145,0.58,7,1.16,3.86,0.09,59.0,t1903,232,0.615,1
2019,정수빈,3,0.265,123,513,441,75,117,19,5,0,146,41,4,5,57,0,6,60,6,0.331,0.354,0.685,30,0.245,24,145,124,1.17,5,0.95,3.98,0.066,59.1,t1903,234,0.615,1
2019,박병호,2,0.28,122,532,432,92,121,22,0,33,242,98,0,9,78,5,13,117,7,0.56,0.398,0.958,31,0.29100000000000004,55,85,118,0.72,13,0.67,4.11,0.28,98.3,t1902,199,0.601,2
2019,박병호,2,0.28,122,532,432,92,121,22,0,33,242,98,0,9,78,5,13,117,7,0.56,0.398,0.958,31,0.29100000000000004,55,85,118,0.72,13,0.67,4.11,0.28,98.3,t1902,224,0.601,2
2019,로맥,9,0.276,137,589,504,86,139,28,1,29,256,95,0,6,73,3,6,117,11,0.508,0.37,0.878,39,0.266,58,90,164,0.55,12,0.62,4.19,0.232,94.5,t1909,201,0.615,3
2019,김강민,9,0.27,127,460,422,54,114,14,2,8,156,50,0,3,31,3,4,103,2,0.37,0.324,0.6940000000000001,31,0.298,24,88,120,0.73,7,0.3,3.95,0.1,52.3,t1909,204,0.615,3
2019,이재원,9,0.268,139,502,451,33,121,19,0,12,176,75,1,7,34,2,9,59,16,0.39,0.327,0.7170000000000001,29,0.303,31,137,141,0.97,10,0.58,3.57,0.122,57.1,t1909,206,0.615,3
2019,한동민,9,0.265,125,502,427,52,113,20,0,12,169,52,0,0,55,4,20,100,6,0.396,0.375,0.7709999999999999,28,0.264,32,108,106,1.02,7,0.55,4.0,0.131,65.7,t1909,210,0.615,3
2019,김성현,9,0.246,144,472,426,45,105,16,2,1,128,34,8,3,33,0,2,43,15,0.3,0.302,0.602,24,0.21600000000000005,19,148,133,1.11,3,0.77,3.47,0.054000000000000006,37.0,t1909,217,0.615,3
2019,로맥,9,0.276,137,589,504,86,139,28,1,29,256,95,0,6,73,3,6,117,11,0.508,0.37,0.878,39,0.266,58,90,164,0.55,12,0.62,4.19,0.232,94.5,t1909,226,0.615,3
2019,김강민,9,0.27,127,460,422,54,114,14,2,8,156,50,0,3,31,3,4,103,2,0.37,0.324,0.6940000000000001,31,0.298,24,88,120,0.73,7,0.3,3.95,0.1,52.3,t1909,229,0.615,3
2019,이재원,9,0.268,139,502,451,33,121,19,0,12,176,75,1,7,34,2,9,59,16,0.39,0.327,0.7170000000000001,29,0.303,31,137,141,0.97,10,0.58,3.57,0.122,57.1,t1909,231,0.615,3
2019,한동민,9,0.265,125,502,427,52,113,20,0,12,169,52,0,0,55,4,20,100,6,0.396,0.375,0.7709999999999999,28,0.264,32,108,106,1.02,7,0.55,4.0,0.131,65.7,t1909,235,0.615,3
2019,김성현,9,0.246,144,472,426,45,105,16,2,1,128,34,8,3,33,0,2,43,15,0.3,0.302,0.602,24,0.21600000000000005,19,148,133,1.11,3,0.77,3.47,0.054000000000000006,37.0,t1909,242,0.615,3
2019,김상수,8,0.271,129,543,468,76,127,20,2,5,166,38,6,4,50,1,15,67,14,0.355,0.358,0.713,36,0.228,27,145,133,1.09,4,0.75,3.95,0.083,63.8,t1908,202,0.42,8
2019,구자욱,8,0.267,122,526,475,66,127,27,6,15,211,71,0,6,38,2,7,88,5,0.444,0.327,0.7709999999999999,32,0.302,48,110,156,0.71,9,0.43,3.65,0.177,71.3,t1908,208,0.42,8
2019,이원석,8,0.246,111,455,395,44,97,20,0,19,174,76,2,7,43,0,8,73,10,0.441,0.327,0.768,24,0.304,39,87,145,0.6,4,0.59,4.0,0.195,59.7,t1908,218,0.42,8
2019,박해민,8,0.239,144,581,506,64,121,16,7,5,166,44,12,3,58,0,2,82,4,0.328,0.318,0.6459999999999999,34,0.239,28,152,154,0.99,2,0.71,4.1,0.08900000000000001,59.8,t1908,219,0.42,8
2019,김상수,8,0.271,129,543,468,76,127,20,2,5,166,38,6,4,50,1,15,67,14,0.355,0.358,0.713,36,0.228,27,145,133,1.09,4,0.75,3.95,0.083,63.8,t1908,227,0.42,8
2019,구자욱,8,0.267,122,526,475,66,127,27,6,15,211,71,0,6,38,2,7,88,5,0.444,0.327,0.7709999999999999,32,0.302,48,110,156,0.71,9,0.43,3.65,0.177,71.3,t1908,233,0.42,8
2019,이원석,8,0.246,111,455,395,44,97,20,0,19,174,76,2,7,43,0,8,73,10,0.441,0.327,0.768,24,0.304,39,87,145,0.6,4,0.59,4.0,0.195,59.7,t1908,243,0.42,8
2019,박해민,8,0.239,144,581,506,64,121,16,7,5,166,44,12,3,58,0,2,82,4,0.328,0.318,0.6459999999999999,34,0.239,28,152,154,0.99,2,0.71,4.1,0.08900000000000001,59.8,t1908,244,0.42,8
2019,유강남,4,0.27,132,468,418,44,113,22,0,16,183,49,1,6,30,2,13,82,21,0.438,0.334,0.772,25,0.21,38,115,114,1.01,8,0.37,3.86,0.16699999999999998,56.8,t1904,203,0.552,4
2019,오지환,4,0.252,134,547,473,63,119,23,5,9,179,53,7,3,57,1,7,113,7,0.378,0.339,0.7170000000000001,32,0.256,37,122,122,1.0,8,0.5,4.11,0.127,66.7,t1904,215,0.552,4
2019,유강남,4,0.27,132,468,418,44,113,22,0,16,183,49,1,6,30,2,13,82,21,0.438,0.334,0.772,25,0.21,38,115,114,1.01,8,0.37,3.86,0.16699999999999998,56.8,t1904,228,0.552,4
2019,오지환,4,0.252,134,547,473,63,119,23,5,9,179,53,7,3,57,1,7,113,7,0.378,0.339,0.7170000000000001,32,0.256,37,122,122,1.0,8,0.5,4.11,0.127,66.7,t1904,240,0.552,4
2019,이창진,5,0.27,133,470,400,57,108,25,1,6,153,48,4,5,57,0,4,92,8,0.383,0.363,0.746,27,0.267,32,82,123,0.67,4,0.62,3.93,0.113,57.3,t1905,205,0.4370000000000001,7
2019,박찬호,5,0.26,133,541,504,60,131,15,4,2,160,49,5,2,26,0,4,83,8,0.317,0.3,0.617,36,0.308,21,173,119,1.45,4,0.31,3.88,0.058,51.9,t1905,213,0.4370000000000001,7
2019,이창진,5,0.27,133,470,400,57,108,25,1,6,153,48,4,5,57,0,4,92,8,0.383,0.363,0.746,27,0.267,32,82,123,0.67,4,0.62,3.93,0.113,57.3,t1905,230,0.4370000000000001,7
2019,박찬호,5,0.26,133,541,504,60,131,15,4,2,160,49,5,2,26,0,4,83,8,0.317,0.3,0.617,36,0.308,21,173,119,1.45,4,0.31,3.88,0.058,51.9,t1905,238,0.4370000000000001,7
2019,송광민,10,0.264,122,486,454,50,120,21,0,7,162,51,3,5,21,0,3,91,18,0.35700000000000004,0.298,0.655,35,0.261,28,128,120,1.07,2,0.23,3.39,0.093,44.7,t1910,211,0.403,9
2019,정은원,10,0.262,142,624,564,83,148,27,6,8,211,57,6,6,48,0,0,101,6,0.374,0.317,0.691,44,0.241,41,175,146,1.2,2,0.48,3.99,0.112,69.3,t1910,212,0.403,9
2019,이성열,10,0.256,129,476,414,60,106,21,1,21,192,85,1,4,48,1,9,114,7,0.464,0.343,0.807,25,0.314,43,110,88,1.25,12,0.42,3.81,0.208,67.6,t1910,214,0.403,9
2019,오선진,10,0.224,122,453,392,37,88,16,0,3,113,36,10,3,38,0,10,72,8,0.28800000000000003,0.307,0.595,22,0.263,19,111,124,0.9,5,0.53,3.92,0.064,37.9,t1910,220,0.403,9
2019,송광민,10,0.264,122,486,454,50,120,21,0,7,162,51,3,5,21,0,3,91,18,0.35700000000000004,0.298,0.655,35,0.261,28,128,120,1.07,2,0.23,3.39,0.093,44.7,t1910,236,0.403,9
2019,정은원,10,0.262,142,624,564,83,148,27,6,8,211,57,6,6,48,0,0,101,6,0.374,0.317,0.691,44,0.241,41,175,146,1.2,2,0.48,3.99,0.112,69.3,t1910,237,0.403,9
2019,이성열,10,0.256,129,476,414,60,106,21,1,21,192,85,1,4,48,1,9,114,7,0.464,0.343,0.807,25,0.314,43,110,88,1.25,12,0.42,3.81,0.208,67.6,t1910,239,0.403,9
2019,오선진,10,0.224,122,453,392,37,88,16,0,3,113,36,10,3,38,0,10,72,8,0.28800000000000003,0.307,0.595,22,0.263,19,111,124,0.9,5,0.53,3.92,0.064,37.9,t1910,245,0.403,9
