year,name,team,avg,game,pa,ab,run,hit,b2,b3,hr,tb,rbi,sac,sf,bb,ibb,hbp,so,gdp,slg,obp,ops,mh,risp,xbh,go,ao,goao,gw,bbk,isop,xr,gpa,posi,era,w,l,wpct,ip,ph,phr,pbb,phbp,pso,r,er,whip,qs,tbf,np,pavg,pb2,pb3,id,odds,rank
2015,브라운,SK,0.261,137,539.0,464.0,82.0,121.0,21.0,2.0,28.0,230.0,76.0,0.0,2.0,66.0,4.0,7.0,127.0,12.0,0.496,0.36,0.856,31.0,0.23199999999999998,51.0,116.0,102.0,1.14,9.0,0.52,3.98,0.235,81.7,1,,,,,,,,,,,,,,,,,,,,t1509,0.486,5
2015,김광현,SK,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.72,14.0,6.0,0.7,1.0,173.0,19.0,66.0,,160.0,86.0,73.0,1.35,16.0,754.0,2896.0,0.257,33.0,0.0,t1509,0.486,5
2015,켈리,SK,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.13,11.0,10.0,0.524,1.0,188.0,16.0,54.0,,139.0,87.0,83.0,1.34,17.0,775.0,2878.0,0.27,28.0,1.0,t1509,0.486,5
2016,나성범,NC,0.309,144,653.0,572.0,116.0,177.0,37.0,2.0,22.0,284.0,113.0,1.0,4.0,67.0,2.0,9.0,136.0,4.0,0.49700000000000005,0.38799999999999996,0.885,56.0,0.32,61.0,132.0,131.0,1.01,15.0,0.49,3.79,0.187,107.4,1,,,,,,,,,,,,,,,,,,,,t1601,0.589,2
2016,나성범,NC,0.309,144,653.0,572.0,116.0,177.0,37.0,2.0,22.0,284.0,113.0,1.0,4.0,67.0,2.0,9.0,136.0,4.0,0.49700000000000005,0.38799999999999996,0.885,56.0,0.32,61.0,132.0,131.0,1.01,15.0,0.49,3.79,0.187,107.4,1,,,,,,,,,,,,,,,,,,,,t1601,0.589,2
2016,박석민,NC,0.307,126,506.0,427.0,77.0,131.0,20.0,0.0,32.0,247.0,104.0,2.0,4.0,56.0,2.0,16.0,95.0,18.0,0.578,0.40399999999999997,0.982,39.0,0.354,52.0,98.0,107.0,0.92,9.0,0.59,4.14,0.272,92.1,1,,,,,,,,,,,,,,,,,,,,t1601,0.589,2
2016,박석민,NC,0.307,126,506.0,427.0,77.0,131.0,20.0,0.0,32.0,247.0,104.0,2.0,4.0,56.0,2.0,16.0,95.0,18.0,0.578,0.40399999999999997,0.982,39.0,0.354,52.0,98.0,107.0,0.92,9.0,0.59,4.14,0.272,92.1,1,,,,,,,,,,,,,,,,,,,,t1601,0.589,2
2016,이종욱,NC,0.305,134,517.0,453.0,73.0,138.0,24.0,4.0,5.0,185.0,57.0,4.0,5.0,54.0,0.0,1.0,73.0,11.0,0.408,0.376,0.784,40.0,0.315,33.0,124.0,123.0,1.01,3.0,0.74,4.2,0.10400000000000001,70.6,1,,,,,,,,,,,,,,,,,,,,t1601,0.589,2
2016,이종욱,NC,0.305,134,517.0,453.0,73.0,138.0,24.0,4.0,5.0,185.0,57.0,4.0,5.0,54.0,0.0,1.0,73.0,11.0,0.408,0.376,0.784,40.0,0.315,33.0,124.0,123.0,1.01,3.0,0.74,4.2,0.10400000000000001,70.6,1,,,,,,,,,,,,,,,,,,,,t1601,0.589,2
2016,이호준,NC,0.298,119,472.0,399.0,46.0,119.0,20.0,0.0,21.0,202.0,87.0,2.0,4.0,65.0,6.0,2.0,78.0,11.0,0.506,0.396,0.902,33.0,0.342,41.0,114.0,92.0,1.24,12.0,0.83,4.14,0.20800000000000002,77.4,1,,,,,,,,,,,,,,,,,,,,t1601,0.589,2
2016,이호준,NC,0.298,119,472.0,399.0,46.0,119.0,20.0,0.0,21.0,202.0,87.0,2.0,4.0,65.0,6.0,2.0,78.0,11.0,0.506,0.396,0.902,33.0,0.342,41.0,114.0,92.0,1.24,12.0,0.83,4.14,0.20800000000000002,77.4,1,,,,,,,,,,,,,,,,,,,,t1601,0.589,2
2016,스튜어트,NC,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.56,12.0,8.0,0.6,1.0,160.0,11.0,55.0,,118.0,79.0,76.0,1.43,12.0,653.0,2489.0,0.27699999999999997,20.0,0.0,t1601,0.589,2
2016,이택근,넥센,0.309,127,460.0,398.0,64.0,123.0,19.0,1.0,8.0,168.0,65.0,0.0,6.0,53.0,1.0,3.0,56.0,11.0,0.42200000000000004,0.389,0.8109999999999999,32.0,0.345,28.0,116.0,109.0,1.06,8.0,0.95,3.86,0.113,65.6,1,,,,,,,,,,,,,,,,,,,,t1602,0.5379999999999999,3
2016,이택근,넥센,0.309,127,460.0,398.0,64.0,123.0,19.0,1.0,8.0,168.0,65.0,0.0,6.0,53.0,1.0,3.0,56.0,11.0,0.42200000000000004,0.389,0.8109999999999999,32.0,0.345,28.0,116.0,109.0,1.06,8.0,0.95,3.86,0.113,65.6,1,,,,,,,,,,,,,,,,,,,,t1602,0.5379999999999999,3
2016,김민성,넥센,0.306,141,579.0,510.0,76.0,156.0,39.0,5.0,17.0,256.0,90.0,1.0,12.0,53.0,3.0,3.0,89.0,15.0,0.502,0.36700000000000005,0.8690000000000001,47.0,0.298,61.0,112.0,165.0,0.68,3.0,0.6,4.18,0.196,90.1,1,,,,,,,,,,,,,,,,,,,,t1602,0.5379999999999999,3
2016,김민성,넥센,0.306,141,579.0,510.0,76.0,156.0,39.0,5.0,17.0,256.0,90.0,1.0,12.0,53.0,3.0,3.0,89.0,15.0,0.502,0.36700000000000005,0.8690000000000001,47.0,0.298,61.0,112.0,165.0,0.68,3.0,0.6,4.18,0.196,90.1,1,,,,,,,,,,,,,,,,,,,,t1602,0.5379999999999999,3
2016,대니돈,넥센,0.295,129,497.0,417.0,65.0,123.0,33.0,1.0,16.0,206.0,70.0,1.0,4.0,70.0,4.0,5.0,72.0,8.0,0.494,0.39899999999999997,0.893,34.0,0.297,50.0,83.0,143.0,0.58,7.0,0.97,3.91,0.19899999999999998,81.2,1,,,,,,,,,,,,,,,,,,,,t1602,0.5379999999999999,3
2016,대니돈,넥센,0.295,129,497.0,417.0,65.0,123.0,33.0,1.0,16.0,206.0,70.0,1.0,4.0,70.0,4.0,5.0,72.0,8.0,0.494,0.39899999999999997,0.893,34.0,0.297,50.0,83.0,143.0,0.58,7.0,0.97,3.91,0.19899999999999998,81.2,1,,,,,,,,,,,,,,,,,,,,t1602,0.5379999999999999,3
2016,김하성,넥센,0.281,144,599.0,526.0,92.0,148.0,29.0,7.0,20.0,251.0,84.0,2.0,5.0,60.0,2.0,6.0,80.0,7.0,0.47700000000000004,0.358,0.835,36.0,0.315,56.0,103.0,200.0,0.52,4.0,0.75,4.12,0.196,90.1,1,,,,,,,,,,,,,,,,,,,,t1602,0.5379999999999999,3
2016,김하성,넥센,0.281,144,599.0,526.0,92.0,148.0,29.0,7.0,20.0,251.0,84.0,2.0,5.0,60.0,2.0,6.0,80.0,7.0,0.47700000000000004,0.358,0.835,36.0,0.315,56.0,103.0,200.0,0.52,4.0,0.75,4.12,0.196,90.1,1,,,,,,,,,,,,,,,,,,,,t1602,0.5379999999999999,3
2016,박동원,넥센,0.248,127,454.0,411.0,44.0,102.0,25.0,1.0,14.0,171.0,70.0,6.0,3.0,27.0,0.0,7.0,93.0,18.0,0.41600000000000004,0.304,0.72,26.0,0.25,40.0,117.0,102.0,1.15,8.0,0.29,3.65,0.168,48.1,1,,,,,,,,,,,,,,,,,,,,t1602,0.5379999999999999,3
2016,박동원,넥센,0.248,127,454.0,411.0,44.0,102.0,25.0,1.0,14.0,171.0,70.0,6.0,3.0,27.0,0.0,7.0,93.0,18.0,0.41600000000000004,0.304,0.72,26.0,0.25,40.0,117.0,102.0,1.15,8.0,0.29,3.65,0.168,48.1,1,,,,,,,,,,,,,,,,,,,,t1602,0.5379999999999999,3
2016,신재영,넥센,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.9,15.0,7.0,0.682,1.0,192.0,19.0,21.0,,99.0,76.0,73.0,1.26,11.0,718.0,2655.0,0.28600000000000003,35.0,6.0,t1602,0.5379999999999999,3
2016,나지완,KIA,0.308,118,486.0,380.0,84.0,117.0,21.0,2.0,25.0,217.0,90.0,0.0,4.0,85.0,1.0,17.0,90.0,8.0,0.5710000000000001,0.451,1.022,32.0,0.304,48.0,62.0,115.0,0.54,8.0,0.94,4.18,0.263,96.5,1,,,,,,,,,,,,,,,,,,,,t1605,0.49,5
2016,나지완,KIA,0.308,118,486.0,380.0,84.0,117.0,21.0,2.0,25.0,217.0,90.0,0.0,4.0,85.0,1.0,17.0,90.0,8.0,0.5710000000000001,0.451,1.022,32.0,0.304,48.0,62.0,115.0,0.54,8.0,0.94,4.18,0.263,96.5,1,,,,,,,,,,,,,,,,,,,,t1605,0.49,5
2016,서동욱,KIA,0.292,124,485.0,411.0,73.0,120.0,30.0,3.0,16.0,204.0,67.0,6.0,3.0,60.0,1.0,5.0,108.0,8.0,0.496,0.386,0.882,31.0,0.308,49.0,84.0,102.0,0.82,6.0,0.56,4.08,0.204,76.9,1,,,,,,,,,,,,,,,,,,,,t1605,0.49,5
2016,서동욱,KIA,0.292,124,485.0,411.0,73.0,120.0,30.0,3.0,16.0,204.0,67.0,6.0,3.0,60.0,1.0,5.0,108.0,8.0,0.496,0.386,0.882,31.0,0.308,49.0,84.0,102.0,0.82,6.0,0.56,4.08,0.204,76.9,1,,,,,,,,,,,,,,,,,,,,t1605,0.49,5
2016,김호령,KIA,0.267,124,514.0,453.0,72.0,121.0,18.0,3.0,8.0,169.0,41.0,13.0,2.0,36.0,0.0,10.0,104.0,7.0,0.373,0.33299999999999996,0.706,32.0,0.221,29.0,114.0,116.0,0.98,1.0,0.35,3.85,0.106,57.4,1,,,,,,,,,,,,,,,,,,,,t1605,0.49,5
2016,김호령,KIA,0.267,124,514.0,453.0,72.0,121.0,18.0,3.0,8.0,169.0,41.0,13.0,2.0,36.0,0.0,10.0,104.0,7.0,0.373,0.33299999999999996,0.706,32.0,0.221,29.0,114.0,116.0,0.98,1.0,0.35,3.85,0.106,57.4,1,,,,,,,,,,,,,,,,,,,,t1605,0.49,5
2016,헥터,KIA,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.4,15.0,5.0,0.75,2.0,211.0,7.0,51.0,,139.0,88.0,78.0,1.27,21.0,868.0,3334.0,0.268,34.0,3.0,t1605,0.49,5
2016,양현종,KIA,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.68,10.0,12.0,0.455,2.0,191.0,19.0,77.0,,146.0,96.0,82.0,1.34,22.0,850.0,3207.0,0.255,31.0,2.0,t1605,0.49,5
2016,지크,KIA,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5.27,10.0,13.0,0.435,1.0,188.0,16.0,68.0,,125.0,104.0,89.0,1.68,11.0,705.0,2819.0,0.306,30.0,1.0,t1605,0.49,5
2016,히메네스,LG,0.308,135,579.0,523.0,101.0,161.0,36.0,0.0,26.0,275.0,102.0,1.0,6.0,39.0,2.0,10.0,67.0,8.0,0.526,0.363,0.889,40.0,0.304,62.0,117.0,184.0,0.64,7.0,0.58,3.67,0.218,95.9,1,,,,,,,,,,,,,,,,,,,,t1604,0.5,4
2016,히메네스,LG,0.308,135,579.0,523.0,101.0,161.0,36.0,0.0,26.0,275.0,102.0,1.0,6.0,39.0,2.0,10.0,67.0,8.0,0.526,0.363,0.889,40.0,0.304,62.0,117.0,184.0,0.64,7.0,0.58,3.67,0.218,95.9,1,,,,,,,,,,,,,,,,,,,,t1604,0.5,4
2016,오지환,LG,0.28,121,472.0,393.0,73.0,110.0,14.0,5.0,20.0,194.0,78.0,2.0,5.0,65.0,0.0,7.0,97.0,7.0,0.494,0.387,0.8809999999999999,29.0,0.266,39.0,101.0,90.0,1.12,3.0,0.67,4.22,0.214,77.3,1,,,,,,,,,,,,,,,,,,,,t1604,0.5,4
2016,오지환,LG,0.28,121,472.0,393.0,73.0,110.0,14.0,5.0,20.0,194.0,78.0,2.0,5.0,65.0,0.0,7.0,97.0,7.0,0.494,0.387,0.8809999999999999,29.0,0.266,39.0,101.0,90.0,1.12,3.0,0.67,4.22,0.214,77.3,1,,,,,,,,,,,,,,,,,,,,t1604,0.5,4
2016,류제국,LG,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.3,13.0,11.0,0.542,1.0,152.0,14.0,70.0,,138.0,83.0,77.0,1.38,14.0,701.0,2743.0,0.255,25.0,0.0,t1604,0.5,4
2016,소사,LG,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5.16,10.0,9.0,0.526,1.0,258.0,12.0,38.0,,107.0,121.0,114.0,1.49,17.0,870.0,3166.0,0.319,47.0,8.0,t1604,0.5,4
2016,에반스,두산,0.308,118,481.0,400.0,69.0,123.0,31.0,0.0,24.0,226.0,81.0,0.0,7.0,69.0,0.0,5.0,90.0,10.0,0.565,0.41,0.975,33.0,0.266,55.0,72.0,122.0,0.59,10.0,0.77,4.24,0.258,89.3,1,,,,,,,,,,,,,,,,,,,,t1603,0.65,1
2016,에반스,두산,0.308,118,481.0,400.0,69.0,123.0,31.0,0.0,24.0,226.0,81.0,0.0,7.0,69.0,0.0,5.0,90.0,10.0,0.565,0.41,0.975,33.0,0.266,55.0,72.0,122.0,0.59,10.0,0.77,4.24,0.258,89.3,1,,,,,,,,,,,,,,,,,,,,t1603,0.65,1
2016,허경민,두산,0.28600000000000003,144,609.0,538.0,96.0,154.0,24.0,4.0,7.0,207.0,81.0,6.0,2.0,49.0,1.0,14.0,58.0,14.0,0.385,0.36,0.745,43.0,0.321,35.0,179.0,149.0,1.2,11.0,0.84,3.64,0.099,72.3,1,,,,,,,,,,,,,,,,,,,,t1603,0.65,1
2016,허경민,두산,0.28600000000000003,144,609.0,538.0,96.0,154.0,24.0,4.0,7.0,207.0,81.0,6.0,2.0,49.0,1.0,14.0,58.0,14.0,0.385,0.36,0.745,43.0,0.321,35.0,179.0,149.0,1.2,11.0,0.84,3.64,0.099,72.3,1,,,,,,,,,,,,,,,,,,,,t1603,0.65,1
2016,오재원,두산,0.272,122,484.0,416.0,68.0,113.0,18.0,1.0,5.0,148.0,58.0,3.0,6.0,54.0,1.0,5.0,82.0,10.0,0.35600000000000004,0.358,0.7140000000000001,25.0,0.33,24.0,119.0,108.0,1.1,6.0,0.66,4.08,0.084,55.5,1,,,,,,,,,,,,,,,,,,,,t1603,0.65,1
2016,오재원,두산,0.272,122,484.0,416.0,68.0,113.0,18.0,1.0,5.0,148.0,58.0,3.0,6.0,54.0,1.0,5.0,82.0,10.0,0.35600000000000004,0.358,0.7140000000000001,25.0,0.33,24.0,119.0,108.0,1.1,6.0,0.66,4.08,0.084,55.5,1,,,,,,,,,,,,,,,,,,,,t1603,0.65,1
2016,니퍼트,두산,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.95,22.0,3.0,0.88,1.0,151.0,15.0,57.0,,142.0,61.0,55.0,1.24,19.0,701.0,2737.0,0.243,19.0,3.0,t1603,0.65,1
2016,장원준,두산,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.32,15.0,6.0,0.7140000000000001,1.0,161.0,14.0,76.0,,137.0,66.0,62.0,1.41,19.0,727.0,2914.0,0.255,23.0,6.0,t1603,0.65,1
2016,보우덴,두산,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.8,18.0,7.0,0.72,1.0,159.0,17.0,54.0,,160.0,83.0,76.0,1.18,17.0,742.0,3068.0,0.239,24.0,2.0,t1603,0.65,1
2016,유희관,두산,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.41,15.0,6.0,0.7140000000000001,1.0,212.0,22.0,58.0,,102.0,95.0,91.0,1.45,15.0,809.0,3052.0,0.294,39.0,3.0,t1603,0.65,1
2016,이승엽,삼성,0.303,142,623.0,542.0,91.0,164.0,32.0,2.0,27.0,281.0,118.0,0.0,8.0,65.0,1.0,8.0,89.0,7.0,0.518,0.38,0.898,47.0,0.33,61.0,130.0,167.0,0.78,13.0,0.73,3.86,0.21600000000000003,106.1,1,,,,,,,,,,,,,,,,,,,,t1608,0.455,9
2016,이승엽,삼성,0.303,142,623.0,542.0,91.0,164.0,32.0,2.0,27.0,281.0,118.0,0.0,8.0,65.0,1.0,8.0,89.0,7.0,0.518,0.38,0.898,47.0,0.33,61.0,130.0,167.0,0.78,13.0,0.73,3.86,0.21600000000000003,106.1,1,,,,,,,,,,,,,,,,,,,,t1608,0.455,9
2016,박해민,삼성,0.3,141,641.0,564.0,109.0,169.0,26.0,12.0,4.0,231.0,61.0,22.0,3.0,49.0,2.0,3.0,87.0,6.0,0.41,0.35700000000000004,0.767,51.0,0.299,42.0,145.0,166.0,0.87,4.0,0.56,3.82,0.11,86.0,1,,,,,,,,,,,,,,,,,,,,t1608,0.455,9
2016,박해민,삼성,0.3,141,641.0,564.0,109.0,169.0,26.0,12.0,4.0,231.0,61.0,22.0,3.0,49.0,2.0,3.0,87.0,6.0,0.41,0.35700000000000004,0.767,51.0,0.299,42.0,145.0,166.0,0.87,4.0,0.56,3.82,0.11,86.0,1,,,,,,,,,,,,,,,,,,,,t1608,0.455,9
2016,백상원,삼성,0.28800000000000003,132,517.0,445.0,60.0,128.0,19.0,3.0,3.0,162.0,49.0,10.0,7.0,51.0,0.0,4.0,69.0,15.0,0.364,0.361,0.725,33.0,0.311,25.0,143.0,112.0,1.28,2.0,0.74,3.65,0.076,60.2,1,,,,,,,,,,,,,,,,,,,,t1608,0.455,9
2016,백상원,삼성,0.28800000000000003,132,517.0,445.0,60.0,128.0,19.0,3.0,3.0,162.0,49.0,10.0,7.0,51.0,0.0,4.0,69.0,15.0,0.364,0.361,0.725,33.0,0.311,25.0,143.0,112.0,1.28,2.0,0.74,3.65,0.076,60.2,1,,,,,,,,,,,,,,,,,,,,t1608,0.455,9
2016,윤성환,삼성,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.35,11.0,10.0,0.524,1.0,202.0,25.0,41.0,,85.0,95.0,87.0,1.35,16.0,767.0,2786.0,0.29,35.0,3.0,t1608,0.455,9
2016,차우찬,삼성,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.73,12.0,6.0,0.667,1.0,168.0,16.0,65.0,,120.0,87.0,80.0,1.53,16.0,671.0,2681.0,0.29,30.0,2.0,t1608,0.455,9
2016,이재원,SK,0.29,130,472.0,411.0,49.0,119.0,15.0,0.0,15.0,179.0,64.0,2.0,7.0,43.0,3.0,9.0,76.0,15.0,0.436,0.364,0.8,33.0,0.25,30.0,99.0,124.0,0.8,4.0,0.57,3.66,0.146,63.1,1,,,,,,,,,,,,,,,,,,,,t1609,0.479,6
2016,이재원,SK,0.29,130,472.0,411.0,49.0,119.0,15.0,0.0,15.0,179.0,64.0,2.0,7.0,43.0,3.0,9.0,76.0,15.0,0.436,0.364,0.8,33.0,0.25,30.0,99.0,124.0,0.8,4.0,0.57,3.66,0.146,63.1,1,,,,,,,,,,,,,,,,,,,,t1609,0.479,6
2016,최정,SK,0.28800000000000003,141,606.0,500.0,106.0,144.0,24.0,1.0,40.0,290.0,106.0,0.0,6.0,77.0,2.0,23.0,126.0,6.0,0.58,0.40299999999999997,0.983,42.0,0.278,65.0,87.0,149.0,0.58,6.0,0.61,4.04,0.292,115.7,1,,,,,,,,,,,,,,,,,,,,t1609,0.479,6
2016,최정,SK,0.28800000000000003,141,606.0,500.0,106.0,144.0,24.0,1.0,40.0,290.0,106.0,0.0,6.0,77.0,2.0,23.0,126.0,6.0,0.58,0.40299999999999997,0.983,42.0,0.278,65.0,87.0,149.0,0.58,6.0,0.61,4.04,0.292,115.7,1,,,,,,,,,,,,,,,,,,,,t1609,0.479,6
2016,고메즈,SK,0.28300000000000003,117,492.0,456.0,74.0,129.0,31.0,0.0,21.0,223.0,62.0,2.0,4.0,25.0,2.0,5.0,87.0,11.0,0.489,0.324,0.813,39.0,0.297,52.0,107.0,137.0,0.78,4.0,0.29,3.6,0.20600000000000002,68.8,1,,,,,,,,,,,,,,,,,,,,t1609,0.479,6
2016,고메즈,SK,0.28300000000000003,117,492.0,456.0,74.0,129.0,31.0,0.0,21.0,223.0,62.0,2.0,4.0,25.0,2.0,5.0,87.0,11.0,0.489,0.324,0.813,39.0,0.297,52.0,107.0,137.0,0.78,4.0,0.29,3.6,0.20600000000000002,68.8,1,,,,,,,,,,,,,,,,,,,,t1609,0.479,6
2016,박정권,SK,0.27699999999999997,125,468.0,422.0,59.0,117.0,17.0,3.0,18.0,194.0,59.0,2.0,4.0,35.0,0.0,5.0,99.0,7.0,0.46,0.337,0.797,34.0,0.243,38.0,101.0,109.0,0.93,5.0,0.35,3.81,0.182,65.8,1,,,,,,,,,,,,,,,,,,,,t1609,0.479,6
2016,박정권,SK,0.27699999999999997,125,468.0,422.0,59.0,117.0,17.0,3.0,18.0,194.0,59.0,2.0,4.0,35.0,0.0,5.0,99.0,7.0,0.46,0.337,0.797,34.0,0.243,38.0,101.0,109.0,0.93,5.0,0.35,3.81,0.182,65.8,1,,,,,,,,,,,,,,,,,,,,t1609,0.479,6
2016,켈리,SK,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.68,9.0,8.0,0.529,2.0,205.0,15.0,60.0,,152.0,91.0,82.0,1.32,20.0,846.0,3090.0,0.268,35.0,3.0,t1609,0.479,6
2016,양성우,한화,0.271,108,446.0,384.0,52.0,104.0,12.0,4.0,4.0,136.0,53.0,8.0,6.0,39.0,0.0,9.0,67.0,6.0,0.354,0.34700000000000003,0.701,27.0,0.318,20.0,117.0,102.0,1.15,5.0,0.58,3.81,0.083,51.7,1,,,,,,,,,,,,,,,,,,,,t1610,0.468,7
2016,양성우,한화,0.271,108,446.0,384.0,52.0,104.0,12.0,4.0,4.0,136.0,53.0,8.0,6.0,39.0,0.0,9.0,67.0,6.0,0.354,0.34700000000000003,0.701,27.0,0.318,20.0,117.0,102.0,1.15,5.0,0.58,3.81,0.083,51.7,1,,,,,,,,,,,,,,,,,,,,t1610,0.468,7
2017,최주환,두산,0.301,129,452.0,399.0,65.0,120.0,16.0,6.0,7.0,169.0,57.0,1.0,5.0,38.0,1.0,9.0,58.0,10.0,0.424,0.37,0.794,31.0,0.308,29.0,108.0,118.0,0.92,3.0,0.66,3.95,0.12300000000000001,61.7,1,,,,,,,,,,,,,,,,,,,,t1703,0.596,2
2017,최주환,두산,0.301,129,452.0,399.0,65.0,120.0,16.0,6.0,7.0,169.0,57.0,1.0,5.0,38.0,1.0,9.0,58.0,10.0,0.424,0.37,0.794,31.0,0.308,29.0,108.0,118.0,0.92,3.0,0.66,3.95,0.12300000000000001,61.7,1,,,,,,,,,,,,,,,,,,,,t1703,0.596,2
2017,에반스,두산,0.29600000000000004,138,581.0,514.0,82.0,152.0,19.0,0.0,27.0,252.0,90.0,0.0,3.0,61.0,0.0,3.0,114.0,15.0,0.49,0.37200000000000005,0.862,45.0,0.29100000000000004,46.0,104.0,147.0,0.71,9.0,0.54,3.97,0.195,89.7,1,,,,,,,,,,,,,,,,,,,,t1703,0.596,2
